video_id,title,published_at,duration,view_count,like_count,comment_count,tags,category_id,description_preview
2mruvqERKQs,What Makes the King James Bible So Special?,2025-09-04T08:00:03Z,PT1M5S,328,13,0,ai bible reading|kjv 1611|israelites|12 tribes of israel|end times prophecy|bible explained|biblical truth|gospel of the kingdom|bible teachings|prosperity path ai|apocrypha|ai bible gospels|bible with ai|ai gospel narration|yah awakening|king james version|jesus christ|kjv|king james bible|bible study|christianity|bible missing books|new testament|king james version bible|king james 1611|lost books of the bible|bible|israel|what is the apocrypha,27,"📖 Welcome to **AI Bible Gospels** — where ancient truth meets the 21 century!

In this video, we bring you powerful, KJV-based biblical insight, proph"
BMHa1-aVF_4,Unveiling the Hidden Truth: Why the Apocrypha Was Removed from the Bible,2025-09-03T15:56:18Z,PT55S,1101,25,4,CapCut|Online video editing|Video template,27,"📖 Welcome to **AI Bible Gospels** — where ancient truth meets the 21 century!

In this video, we bring you powerful, KJV-based biblical insight, proph"
5Qo3io6MwEs,Why Did Rome Fear the King James Bible?,2025-09-03T07:00:04Z,PT1M7S,764,41,0,ai bible reading|kjv 1611|israelites|12 tribes of israel|end times prophecy|bible explained|biblical truth|gospel of the kingdom|bible teachings|prosperity path ai|apocrypha|ai bible gospels|bible with ai|ai gospel narration|yah awakening|king james version|jesus christ|kjv|king james bible|bible study|christianity|bible missing books|new testament|king james version bible|king james 1611|lost books of the bible|bible|israel|what is the apocrypha,27,"📖 Welcome to **AI Bible Gospels** — where ancient truth meets the 21 century!

In this video, we bring you powerful, KJV-based biblical insight, proph"
9L5mYYDAF1o,Did King James Really Change Britain Forever?,2025-09-02T07:00:15Z,PT3M24S,221,8,27,ai bible reading|kjv 1611|israelites|12 tribes of israel|end times prophecy|bible explained|biblical truth|gospel of the kingdom|bible teachings|prosperity path ai|apocrypha|ai bible gospels|bible with ai|ai gospel narration|yah awakening|jesus christ|king james version|king james bible,27,"📖 Welcome to **AI Bible Gospels** — where ancient truth meets the 21 century!

In this video, we bring you powerful, KJV-based biblical insight, proph"
x-Dyek2bN98,King James United Three Kingdoms The Untold,2025-09-02T07:00:57Z,PT1M9S,393,10,0,ai bible reading|kjv 1611|israelites|12 tribes of israel|end times prophecy|bible explained|biblical truth|gospel of the kingdom|bible teachings|prosperity path ai|apocrypha|ai bible gospels|bible with ai|ai gospel narration|yah awakening|lost tribes of israel|jesus christ|apocryphal books of the bible|bible prophecy|king james version|kjv|king james bible|bible study|new testament|bible missing books|king james 1611|lost books of the bible|bible,27,"📖 Welcome to **AI Bible Gospels** — where ancient truth meets the 21 century!

In this video, we bring you powerful, KJV-based biblical insight, proph"
KVbj6CvMX5c,Secrets Behind the King James Bible!,2025-08-31T05:20:07Z,PT13M22S,317,10,6,ai bible reading|kjv 1611|israelites|12 tribes of israel|end times prophecy|bible explained|biblical truth|gospel of the kingdom|bible teachings|prosperity path ai|apocrypha|ai bible gospels|bible with ai|ai gospel narration|yah awakening|King James exposed|Was King James Black|King James Bible truth|Lies about King James|Black royalty Europe|Hebrew Israelites history|1611 KJV exposed|Bible not white man’s book|King James homosexual myth debunked,27,"For centuries, they lied about King James. They told us he was corrupt, immoral, and unworthy — but the truth is far deeper. King James wasn’t just an"
t627Mad1ljI,How to Spot False Prophets by Their True Fruits,2025-08-05T04:01:06Z,PT38S,1387,70,7,ai bible reading|kjv 1611|israelites|12 tribes of israel|end times prophecy|bible explained|biblical truth|gospel of the kingdom|bible teachings|prosperity path ai|apocrypha|ai bible gospels|bible with ai|ai gospel narration|yah awakening,27,"📖 Welcome to **AI Bible Gospels** — where ancient truth meets modern tech!

In this video, we use advanced AI narration to bring you powerful, KJV-bas"
ATRC-1-MzcY,The Centurion’s Unbelievable Faith That Amazed Jesus Himself!,2025-08-04T04:00:11Z,PT55S,798,46,4,ai bible reading|kjv 1611|israelites|12 tribes of israel|end times prophecy|bible explained|biblical truth|gospel of the kingdom|bible teachings|prosperity path ai|apocrypha|ai bible gospels|bible with ai|ai gospel narration|yah awakening,27,"📖 Welcome to **AI Bible Gospels** — where ancient truth meets modern tech!

In this video, we use advanced AI narration to bring you powerful, KJV-bas"
WHElP5K1Wxo,Matthew Chapter 5: The Beatitudes,2025-08-03T23:00:06Z,PT6M10S,150,8,0,Matthew 5|Beatitudes|Sermon on the Mount|blessed are|poor in spirit|meek inherit the earth|hunger and thirst for righteousness|peacemakers|persecuted for righteousness|Kingdom mindset|Jesus teachings|Black Hebrew Israelites|AI Bible Gospels|AI Bible movie|digital Bible animation|faith and finance|Christian motivation|credit repair Bible|kingdom economics|Christian study|prophetic teaching|humility and promotion|generational wealth|prosperity path AI,27,"✦ MATTHEW CHAPTER 5 — THE BEATITUDES ✦  
Family, welcome back! If you loved our “12 Tribes Prophecy Revealed” AI Bible Movie (watch it here ➜ https://"
K7JT9tQa_So,The Miraculous Healing of a Leper That Defied All Odds!,2025-08-03T04:00:31Z,PT34S,1507,49,0,ai bible reading|kjv 1611|israelites|12 tribes of israel|end times prophecy|bible explained|biblical truth|gospel of the kingdom|bible teachings|prosperity path ai|apocrypha|ai bible gospels|bible with ai|ai gospel narration|yah awakening,27,"📖 Welcome to **AI Bible Gospels** — where ancient truth meets modern tech!

In this video, we use advanced AI narration to bring you powerful, KJV-bas"
m2yANlfK0Io,Most Follow the Wide Gate Without Realizing It #warning #scripture,2025-08-02T04:00:53Z,PT20S,325,7,0,ai bible reading|kjv 1611|israelites|12 tribes of israel|end times prophecy|bible explained|biblical truth|gospel of the kingdom|bible teachings|prosperity path ai|apocrypha|ai bible gospels|bible with ai|ai gospel narration|yah awakening,27,"🕊️ Scripture Source: King James Version 1611 (with Apocrypha)  
🎙️ Narration and  guided by Ruach wisdom.

➤ Watch. Reflect. Share the Gospel.

📥 FREE"
xb8pPrCgFo4,The Wise Man’s Secret to Building a Life That Withstands Any Storm!,2025-08-01T04:01:21Z,PT38S,849,29,0,ai bible reading|kjv 1611|israelites|12 tribes of israel|end times prophecy|bible explained|biblical truth|gospel of the kingdom|bible teachings|prosperity path ai|apocrypha|ai bible gospels|bible with ai|ai gospel narration|yah awakening,27,"📖 Welcome to **AI Bible Gospels** — where ancient truth meets modern tech!

In this video, we use advanced AI narration to bring you powerful, KJV-bas"
09RCHU1MW9Q,What Your Heavenly Father Actually Wants You to Receive #KJVTruth #Gospel #Wealth,2025-07-31T04:00:00Z,PT52S,311,5,0,ai bible reading|kjv 1611|israelites|12 tribes of israel|end times prophecy|bible explained|biblical truth|gospel of the kingdom|bible teachings|prosperity path ai|apocrypha|ai bible gospels|bible with ai|ai gospel narration|yah awakening,27,"📖 Welcome to **AI Bible Gospels** — where ancient truth meets modern tech!

In this video, we use advanced AI narration to bring you powerful, KJV-bas"
bE_dzZEE4uI,"Why Saying 'Lord, Lord' Isn’t Enough to Enter the Kingdom",2025-07-30T04:00:45Z,PT28S,1117,45,0,ai bible reading|kjv 1611|israelites|12 tribes of israel|end times prophecy|bible explained|biblical truth|gospel of the kingdom|bible teachings|prosperity path ai|apocrypha|ai bible gospels|bible with ai|ai gospel narration|yah awakening,27,"📖 Welcome to **AI Bible Gospels** — where ancient truth meets modern tech!

In this video, we use advanced AI narration to bring you powerful, KJV-bas"
jFSKLn20ecs,Why You Must Remove Your Own Flaws Before Judging Others,2025-07-28T04:00:56Z,PT26S,2002,13,0,ai bible reading|kjv 1611|israelites|12 tribes of israel|end times prophecy|bible explained|biblical truth|gospel of the kingdom|bible teachings|prosperity path ai|apocrypha|ai bible gospels|bible with ai|ai gospel narration|yah awakening,27,"📖 Welcome to **AI Bible Gospels** — where ancient truth meets modern tech!

In this video, we use advanced AI narration to bring you powerful, KJV-bas"
xL8v7eZ9mwc,The Prophecy Revealed AUDIO BOOK,2025-07-27T23:00:06Z,PT1H13M46S,327,13,1,shorts|jesus|bible stories|bible|genesis|healing music|bible study|psalm 91|holy spirit|soaking worship music|christianity|jesus christ|book of enoch|bible verses|christian podcast|daily devotional|spiritual warfare|the book of enoch|prophecy|tim wildsmith|dead sea scrolls|the bible|trust in god|david and goliath|the watchers|forbidden knowledge|bible verse|bible history|bible prophecy|healing scriptures|holy bible|inspirational stories,27,"Dive deep into the prophetic truths of the Bible with ""Prophecy Revealed: Lost Identity Restored"" — an audiobook that unveils the long-lost heritage o"
5clbXshp6Ic,The Hidden Reason Israel's 12 Tribes Hold Divine Power #KingdomRevealed #Prophecy,2025-07-26T04:00:09Z,PT55S,256,8,3,ai bible reading|kjv 1611|israelites|12 tribes of israel|end times prophecy|bible explained|biblical truth|gospel of the kingdom|bible teachings|prosperity path ai|apocrypha|ai bible gospels|bible with ai|ai gospel narration|yah awakening,27,"📖 Welcome to **AI Bible Gospels** — where ancient truth meets modern tech!

In this video, we use advanced AI narration to bring you powerful, KJV-bas"
wZNMyr3ikxs,How The Most High Redeemed Israel A Story of love,2025-07-25T04:01:10Z,PT1M7S,1123,56,6,ai bible reading|kjv 1611|israelites|12 tribes of israel|end times prophecy|bible explained|biblical truth|gospel of the kingdom|bible teachings|prosperity path ai|apocrypha|ai bible gospels|bible with ai|ai gospel narration|yah awakening,27,"🛎️ Watch the Full Prophecy  https://youtu.be/mAJS97kNC5E?si=2K0Lo8ABnwa_qUOO

📖 Welcome to **AI Bible Gospels** — where ancient truth meets modern tec"
Ef_0BOSXpIA,Israel A Chosen Generation and Royal Priest,2025-07-24T04:00:31Z,PT1M6S,449,6,0,ai bible reading|kjv 1611|israelites|12 tribes of israel|end times prophecy|bible explained|biblical truth|gospel of the kingdom|bible teachings|prosperity path ai|apocrypha|ai bible gospels|bible with ai|ai gospel narration|yah awakening,27,"🛎️ Watch the Full Prophecy  https://youtu.be/mAJS97kNC5E?si=2K0Lo8ABnwa_qUOO

📖 Welcome to **AI Bible Gospels** — where ancient truth meets modern tec"
TXa0EqXTjr0,The Call to Moses How The Most High Sent Israel,2025-07-23T04:00:36Z,PT1M2S,1261,75,2,ai bible reading|kjv 1611|israelites|12 tribes of israel|end times prophecy|bible explained|biblical truth|gospel of the kingdom|bible teachings|prosperity path ai|apocrypha|ai bible gospels|bible with ai|ai gospel narration|yah awakening,27,"🛎️ Watch the Full Prophecy  https://youtu.be/mAJS97kNC5E?si=2K0Lo8ABnwa_qUOO

📖 Welcome to **AI Bible Gospels** — where ancient truth meets modern tec"
FEkLq5XApX0,The Everlasting Covenant Israel’s Promise,2025-07-22T04:00:17Z,PT40S,197,2,0,ai bible reading|kjv 1611|israelites|12 tribes of israel|end times prophecy|bible explained|biblical truth|gospel of the kingdom|bible teachings|prosperity path ai|apocrypha|ai bible gospels|bible with ai|ai gospel narration|yah awakening,27,"🛎️ Watch the Full Prophecy  https://youtu.be/mAJS97kNC5E?si=2K0Lo8ABnwa_qUOO

📖 Welcome to **AI Bible Gospels** — where ancient truth meets modern tec"
0c_NdH8xMKs,The Most High’s Love For Israel A Heart To Heart,2025-07-21T04:00:04Z,PT1M6S,1985,39,0,ai bible reading|kjv 1611|israelites|12 tribes of israel|end times prophecy|bible explained|biblical truth|gospel of the kingdom|bible teachings|prosperity path ai|apocrypha|ai bible gospels|bible with ai|ai gospel narration|yah awakening,27,"🛎️ Watch the Full Prophecy  https://youtu.be/mAJS97kNC5E?si=2K0Lo8ABnwa_qUOO

📖 Welcome to **AI Bible Gospels** — where ancient truth meets modern tec"
Jb9l1tT95ok,The Most High Chosen People Official Movie,2025-07-20T23:00:06Z,PT18M37S,348,23,2,12 Tribes of Israel|The Most High|Black Jews|Biblical Truth|Deuteronomy 7:6|Israelite teachings|Bible prophecy|chosen people of God|King James Bible 1611|Bible study|Black heritage in the Bible|spiritual awakening|end times prophecy|Biblical identity|truth about Israel|Judah and Israel|descendants of Israel|Israelites today|Biblical commandments|all praises to the most high,27,"Shalom family! This movie uncovers the hidden truth about The Most High’s chosen people — the 12 Tribes of Israel. To the so-called Blacks, Mexicans, "
afwWega5ofA,The Prophecy of David's Righteous Branch Hope,2025-07-20T04:00:06Z,PT31S,1782,65,1,ai bible reading|kjv 1611|israelites|12 tribes of israel|end times prophecy|bible explained|biblical truth|gospel of the kingdom|bible teachings|prosperity path ai|apocrypha|ai bible gospels|bible with ai|ai gospel narration|yah awakening,27,"🛎️ Watch the Full Prophecy  https://youtu.be/mAJS97kNC5E?si=2K0Lo8ABnwa_qUOO

📖 Welcome to **AI Bible Gospels** — where ancient truth meets modern tec"
oYW3mgVLIfU,Who Are The Israelites Unpacking Their Divine,2025-07-19T04:01:03Z,PT1M3S,1089,68,9,ai bible reading|kjv 1611|israelites|12 tribes of israel|end times prophecy|bible explained|biblical truth|gospel of the kingdom|bible teachings|prosperity path ai|apocrypha|ai bible gospels|bible with ai|ai gospel narration|yah awakening,27,"🛎️ Watch the Full Prophecy  https://youtu.be/mAJS97kNC5E?si=2K0Lo8ABnwa_qUOO

📖 Welcome to **AI Bible Gospels** — where ancient truth meets modern tec"
SIXOuwwXpzo,Why Israel Is Called So Holy They Must Follow,2025-07-18T04:00:28Z,PT57S,1115,36,2,ai bible reading|kjv 1611|israelites|12 tribes of israel|end times prophecy|bible explained|biblical truth|gospel of the kingdom|bible teachings|prosperity path ai|apocrypha|ai bible gospels|bible with ai|ai gospel narration|yah awakening,27,"🛎️ Watch the Full Prophecy  https://youtu.be/mAJS97kNC5E?si=2K0Lo8ABnwa_qUOO

📖 Welcome to **AI Bible Gospels** — where ancient truth meets modern tec"
rKLtGlKw4ak,3 Things Jesus Commands Before You Enter His Kingdom,2025-07-17T15:10:53Z,PT11M7S,37,4,0,shorts|jesus|bible stories|bible|genesis|healing music|bible study|psalm 91|holy spirit|soaking worship music|christianity|jesus christ|book of enoch|bible verses|christian podcast|daily devotional|spiritual warfare|the book of enoch|prophecy|tim wildsmith|dead sea scrolls|the bible|trust in god|david and goliath|the watchers|forbidden knowledge|bible verse|bible history|bible prophecy|healing scriptures|holy bible|inspirational stories,27,"Welcome to the Real Me Podcast, where the Word of the Most High is broken down with clarity and power. In our very first episode, we explore the top t"
zyS-Q2F_Hps,Who Are the 12 Tribes of Israel? | Ancient Truths Uncovered,2025-07-17T04:01:14Z,PT41S,279,7,0,ai bible reading|kjv 1611|israelites|12 tribes of israel|end times prophecy|bible explained|biblical truth|gospel of the kingdom|bible teachings|prosperity path ai|apocrypha|ai bible gospels|bible with ai|ai gospel narration|yah awakening,27,"🛎️ Watch the Full Prophecy  https://youtu.be/mAJS97kNC5E?si=2K0Lo8ABnwa_qUOO

📖 Welcome to **AI Bible Gospels** — where ancient truth meets modern tec"
0JMTqU5DhZQ,Why The World Was Made For The Children of Israel,2025-07-16T04:00:03Z,PT37S,727,17,0,ai bible reading|kjv 1611|israelites|12 tribes of israel|end times prophecy|bible explained|biblical truth|gospel of the kingdom|bible teachings|prosperity path ai|apocrypha|ai bible gospels|bible with ai|ai gospel narration|yah awakening,27,"📖 Welcome to **AI Bible Gospels** — where ancient truth meets modern tech!

In this video, we use advanced AI narration to bring you powerful, KJV-bas"
FZS8WGcY6Wg,The Remnant of Israel What Romans 11 Reveals,2025-07-15T04:00:13Z,PT44S,1232,41,2,true mission of christ|doctrine of jesus|yahawashi|black messiah bible|hebrew israelites|deuteronomy 28 truth|who did jesus die for|bible truth they hide|church lies exposed|israelite awakening|12 tribes of israel|biblical truth 1611|real christ bible|black christ movement|AI bible gospel|end time prophecy|repentance and law|lost sheep of israel|hebrews are chosen|scripture decoded|religious deception exposed The True Mission & Doctrine of Christ,27,"📽️ Watch the AI Bible Movie – Prophecy Revealed
👉 https://youtu.be/mAJS97kNC5E?si=IexaImcflEPIsc80

📕 Get the FREE eBook – AI Bible Gospels
👉 https://"
oKEFVFc7fe8,Most Powerful Psalms For Protection Scriptures,2025-07-14T15:33:06Z,PT2H6M27S,109,9,4,ai bible reading|kjv 1611|israelites|12 tribes of israel|end times prophecy|bible explained|biblical truth|gospel of the kingdom|bible teachings|prosperity path ai|apocrypha|ai bible gospels|bible with ai|ai gospel narration|yah awakening,27,"Experience the Most Powerful Psalms from the 1611 King James Bible in a cinematic audiobook journey!

These Psalms bring divine protection, comfort, h"
wei2jbfJMkk,Discover How Christ’s Word Cuts Through,2025-07-14T04:01:07Z,PT40S,1253,47,0,true mission of christ|doctrine of jesus|yahawashi|black messiah bible|hebrew israelites|deuteronomy 28 truth|who did jesus die for|bible truth they hide|church lies exposed|israelite awakening|12 tribes of israel|biblical truth 1611|real christ bible|black christ movement|AI bible gospel|end time prophecy|repentance and law|lost sheep of israel|hebrews are chosen|scripture decoded|religious deception exposed The True Mission & Doctrine of Christ,27,"📽️ Watch the AI Bible Movie – Prophecy Revealed
👉 https://youtu.be/mAJS97kNC5E?si=IexaImcflEPIsc80

📕 Get the FREE eBook – AI Bible Gospels
👉 https://"
a11hrG9FSpI,The True Mission & Doctrine of Christ,2025-07-13T23:00:06Z,PT8M47S,71,10,15,true mission of christ|doctrine of jesus|yahawashi|black messiah bible|hebrew israelites|deuteronomy 28 truth|who did jesus die for|bible truth they hide|church lies exposed|israelite awakening|12 tribes of israel|biblical truth 1611|real christ bible|black christ movement|AI bible gospel|end time prophecy|repentance and law|lost sheep of israel|hebrews are chosen|scripture decoded|religious deception exposed,27,"Was Christ sent to save the whole world—or just one people?

This video exposes the truth : Christ came for the lost sheep of the House of Israel, not"
ooFdPFS_qvs,"Christ’s True Mission Awakening Israel, Not EVERYONE AT FIRST",2025-07-13T04:01:02Z,PT47S,1627,40,0,true mission of christ|doctrine of jesus|yahawashi|black messiah bible|hebrew israelites|deuteronomy 28 truth|who did jesus die for|bible truth they hide|church lies exposed|israelite awakening|12 tribes of israel|biblical truth 1611|real christ bible|black christ movement|AI bible gospel|end time prophecy|repentance and law|lost sheep of israel|hebrews are chosen|scripture decoded|religious deception exposed The True Mission & Doctrine of Christ,27,🛎️ Watch the Full Prophecy  https://youtu.be/mAJS97kNC5E?si=2K0Lo8ABnwa_qUOO
sxlj45oKFrc,Did Jesus Bring Peace or Division The Truth,2025-07-12T04:01:08Z,PT23S,1784,52,2,true mission of christ|doctrine of jesus|yahawashi|black messiah bible|hebrew israelites|deuteronomy 28 truth|who did jesus die for|bible truth they hide|church lies exposed|israelite awakening|12 tribes of israel|biblical truth 1611|real christ bible|black christ movement|AI bible gospel|end time prophecy|repentance and law|lost sheep of israel|hebrews are chosen|scripture decoded|religious deception exposed,27,🛎️ Watch the Full Prophecy  https://youtu.be/mAJS97kNC5E?si=2K0Lo8ABnwa_qUOO
eVm9_23Ngkk,Jesus' Mission Was Family Focused,2025-07-11T04:00:48Z,PT1M9S,218,22,0,true mission of christ|doctrine of jesus|yahawashi|black messiah bible|hebrew israelites|deuteronomy 28 truth|who did jesus die for|bible truth they hide|church lies exposed|israelite awakening|12 tribes of israel|biblical truth 1611|real christ bible|black christ movement|AI bible gospel|end time prophecy|repentance and law|lost sheep of israel|hebrews are chosen|scripture decoded|religious deception exposed,27,🛎️ Watch the Full Prophecy  https://youtu.be/mAJS97kNC5E?si=2K0Lo8ABnwa_qUOO
BmURiZOQnKA,Jesus Taught with Authority The Bold Doctrine,2025-07-10T04:00:12Z,PT58S,610,33,4,true mission of christ|doctrine of jesus|yahawashi|black messiah bible|hebrew israelites|deuteronomy 28 truth|who did jesus die for|bible truth they hide|church lies exposed|israelite awakening|12 tribes of israel|biblical truth 1611|real christ bible|black christ movement|AI bible gospel|end time prophecy|repentance and law|lost sheep of israel|hebrews are chosen|scripture decoded|religious deception exposed,27,🛎️ Watch the Full Prophecy  https://youtu.be/mAJS97kNC5E?si=2K0Lo8ABnwa_qUOO
RKJvtfG_JAI,Who Was Jesus Really Taking to?,2025-07-09T04:00:36Z,PT1M2S,815,24,2,true mission of christ|doctrine of jesus|yahawashi|black messiah bible|hebrew israelites|deuteronomy 28 truth|who did jesus die for|bible truth they hide|church lies exposed|israelite awakening|12 tribes of israel|biblical truth 1611|real christ bible|black christ movement|AI bible gospel|end time prophecy|repentance and law|lost sheep of israel|hebrews are chosen|scripture decoded|religious deception exposed,27,🛎️ Watch the Full Prophecy  https://youtu.be/mAJS97kNC5E?si=2K0Lo8ABnwa_qUOO
NRUOZmX2NWg,Did Jesus Abolish the Law The Shocking Truth,2025-07-08T04:00:22Z,PT1M6S,1053,51,4,true mission of christ|doctrine of jesus|yahawashi|black messiah bible|hebrew israelites|deuteronomy 28 truth|who did jesus die for|bible truth they hide|church lies exposed|israelite awakening|12 tribes of israel|biblical truth 1611|real christ bible|black christ movement|AI bible gospel|end time prophecy|repentance and law|lost sheep of israel|hebrews are chosen|scripture decoded|religious deception exposed,27,🛎️ Watch the Full Prophecy  https://youtu.be/mAJS97kNC5E?si=2K0Lo8ABnwa_qUOO
gAgEL09nLRU,The Most High Is Restoring His Covenant—Here's the Proof,2025-07-06T09:56:02Z,PT5M11S,234,17,0,Ancient Faith|Bible Truth|Biblical Series|Chosen Nation|Chosen People|Chosen Remnant|Covenant Restored|Divine Covenant|Divine Plan|Faith Journey|God's Promise|Gospel Message|Most High|Prophecy Fulfilled|Redemption|Restored Faith|Sacred History|Spiritual Restoration|Theology Talk|Truth Unveiled,27,"The covenant is alive—and it’s calling the scattered tribes home.
In Part III of our AI Bible Series, see how the Most High’s everlasting promise is —"
onnUvy4ryAA,The Awakening Has Begun | Scattered Tribes Reclaim Their Identity,2025-07-04T04:19:02Z,PT5M56S,249,20,0,Ancient Covenant|Awakening|Bible Prophecy|Biblical Truth|Chosen Nation|Chosen People|Divine Calling|End Times|God's Covenant|Gospel Light|Israelites|Lost Tribes|Most High|Prophetic Word|Remnant Truth|Scattered Tribes|Scripture Revealed|Spiritual Awakening|Tribal Reunion|Tribes Awaken,27,Who are the “lost” Israelites alive today? Part II of our AI Bible Series tracks the scattered tribes from ancient exile to their modern awakening. Di
SlVWjV3Gf2I,The 1747 Map of Africa – What They Don’t Want You to See,2025-06-29T04:00:27Z,PT1M6S,88,6,0,1747 map of africa|kingdom of judah africa|old africa map|hebrew israelites west africa|black history bible|lost tribes of israel|negroland|slave coast bible|map proof of israelites|biblical geography|historical truth africa|prophecy revealed|israelite identity|black hebrew israelites|west africa history|biblical cartography|ancient maps bible|AI bible gospels|free bible ebook|hidden map evidence,27,This 1747 map of Africa reveals what textbooks never taught: the Kingdom of Judah was marked on the west coast of Africa—long before the transatlantic
MFTYh87UX00,The Most High Chosen People,2025-06-29T03:40:49Z,PT4M52S,352,22,7,chosen people bible|the most high’s people|hebrew israelites|lost tribes of israel|black hebrew israelites|biblical identity|israelite awakening|bible prophecy fulfilled|deuteronomy 28|AI bible series|true israelites|ancient israel history|god’s chosen people|12 tribes of israel|prophetic identity|AI gospel content|prophecy revealed|scriptural awakening|free bible ebook|black history in the bible,27,"Who are the true chosen people of the Most High? This powerful AI Bible Series episode reveals the lost identity of the Israelites—scattered, forgotte"
qyh745BNjw0,Top Ten Curses of Deuteronomy 28,2025-06-28T04:01:04Z,PT3M28S,143,16,2,deuteronomy 28|curses of israel|lost tribes|hebrew israelite prophecy|bible curses explained|slavery in the bible|israelite history|top 10 bible curses|transatlantic slave trade bible|true identity bible|old testament prophecy|bible punishment|torah curses|black hebrew israelites|biblical heritage|prophecy revealed|free bible ebook|AI bible gospels|AI scripture breakdown|israelite suffering,27,Deuteronomy 28 holds the key to understanding our true identity and the curses placed on the children of Israel. From slavery to generational sufferin
W8gbSwHzxKE,Top Ten Scriptures They Don’t Teach in Church,2025-06-27T04:00:40Z,PT4M17S,404,18,3,scriptures not taught in church|bible verses they hide|hidden bible truth|black hebrew israelites|bible deception|church doesn’t teach this|top 10 bible verses|hebrew israelite scriptures|unspoken truth|real bible teachings|AI bible study|prophecy revealed|powerful bible verses|bible truths revealed|christian lies exposed|bible breakdown|truth in the scriptures|free bible ebook|hebrew identity|torah verses,27,"There are verses in the Bible that most churches never mention—Scriptures about identity, law, judgment, and truth that expose the lies and awaken the"
TAGtH0QoXEQ,10 Biblical Prophecies You Never Heard About,2025-06-26T04:00:37Z,PT4M30S,189,7,0,things you didn’t know in the bible|bible facts|hidden bible knowledge|ancient bible mysteries|black hebrew israelites|biblical truth revealed|AI bible study|top 10 bible facts|prophecy revealed|hebrew bible teachings|bible secrets|shocking bible truths|bible mysteries|torah knowledge|biblical identity|bible breakdown|unknown scripture|free bible ebook|lost israelite history|powerful bible teachings,27,Think you know the Bible? Think again. These 10 surprising facts and hidden gems reveal the side of Scripture most people never hear. From ancient mys
2BqkIPKqj_8,The 12 Apostles Decoded | What You Never Knew About Them,2025-06-25T04:00:03Z,PT3M24S,66,5,0,12 apostles of jesus|disciples of christ|top 12 apostles|names of apostles|hebrew israelite disciples|bible apostles|messiah's followers|peter james john|judas iscariot|true identity of apostles|ancient israel leaders|biblical legacy|AI bible breakdown|prophecy revealed|black messiah disciples|free bible ebook|gospel truth|new covenant figures|scriptural history|black hebrew israelite heritage,27,Who were the original 12 men chosen by the Messiah? Their names are more than just history—they’re the foundation of the New Covenant. This video reve
MUOhSe9WJ-I,Top 10 Fossils and the Bible,2025-06-24T04:00:23Z,PT3M47S,61,4,0,fossils and the bible|biblical archaeology|proof of the bible|top 10 fossils|fossils in genesis|creation vs evolution|christian science|dinosaur fossils bible|nephilim bones|bible evidence|ancient history|scripture and science|top 10 biblical facts|creationism|biblical timeline|christian apologetics|bible documentary|prophecy revealed|AI bible|biblical truth|hebrew israelites|black hebrew israelite heritage|free bible ebook,27,"""Top 10 Fossils and the Bible: What They Really Reveal!""

Are fossils just remnants of a prehistoric world, or do they align with the Bible's ancient "
L3TmNiJJ4ZM,Top 10 Psalms of David That Will Inspire You Today,2025-06-19T04:00:32Z,PT5M10S,50,8,0,top 10 psalms|psalms of david|best psalms|encouraging psalms|king david bible|bible verses for strength|spiritual warfare scriptures|psalm inspiration|biblical poetry|bible songs|hebrew israelite scriptures|daily bible verses|ancient psalms|prophecy revealed|AI bible study|black hebrew israelites|AI gospel|scripture playlist|free bible ebook|hebrew israelite content|bible encouragement,27,"From battle cries to midnight prayers, King David poured out his heart in Psalms. These Top 10 verses hold power, prophecy, and divine protection. Dis"
8oQbY2_2wnY,Top Ten Evil Women In The Bible,2025-06-17T04:00:17Z,PT3M22S,74,4,0,jezebel in the bible|delilah bible story|top 10 bible women|controversial women in the bible|women of the bible|biblical characters|hebrew israelite heritage|ancient israel women|queen jezebel|biblical drama|old testament stories|AI bible gospels|prophecy revealed|free bible ebook|AI generated bible|black hebrew israelite women|israelite royalty|women in prophecy|scripture study|bible knowledge,27,"From Jezebel to Delilah, the Bible names women whose choices changed nations. This countdown dives into 10 of the most controversial women in Scriptur"
msD6dQm9W6A,Top Ten Greatest Kings Israel,2025-06-12T04:00:57Z,PT3M32S,81,8,0,top 10 kings of israel|greatest bible kings|king david|king hezekiah|righteous kings|biblical leadership|kings of israel and judah|hebrew israelite heritage|ancient israel|bible royalty|king solomon wisdom|old testament kings|david’s legacy|AI bible breakdown|prophecy revealed|scripture history|godly kings|biblical kingship|israelite rulers|free bible ebook|black hebrew israelite kings,27,"These kings led with justice, wisdom, and fear of the Most High. From King David to Hezekiah, we explore the Top 10 greatest kings of Israel—men whose"
LFad8UPQOew,Top 10 Evil Kings of Israel – Wickedness Exposed!,2025-06-10T04:00:32Z,PT3M56S,145,5,2,evil kings of israel|wicked kings in the bible|top 10 bible kings|kings of israel and judah|king ahab bible|jeroboam sins|ancient israel history|black hebrew israelite kings|bible prophecy|lessons from evil kings|hebrew israelite heritage|AI bible teaching|prophecy revealed|bible leadership|biblical rebellion|old testament rulers|bible kings timeline|free bible ebook|AI gospel breakdown|israelite monarchy,27,"The kings of Israel were meant to lead in righteousness—but many fell to pride, idolatry, and bloodshed. These 10 kings left behind legacies of evil t"
